title,attributes,rating,reviewCount,category,address,city,plusCode,website,phoneNumber,tuesday,wednesday,thursday,friday,saturday,sunday,monday,imgUrl,placeUrl,latitude,longitude
Museum of Us,Museum in an ornate 1915 building featuring eclectic anthropology exhibits & a panoramic tower.,4.3,2002,Museum,"1350 El Prado, San Diego, CA 92101, United States",San Diego,"PRJX+J3 San Diego, California, USA",https://museumofus.org/,+1 619-239-2001,Closed,10a.m.–5p.m.,10a.m.–5p.m.,10a.m.–5p.m.,10a.m.–5p.m.,10a.m.–5p.m.,Closed,https://lh5.googleusercontent.com/p/AF1QipOzABAhn7pGDvptz03sXR7XLYYHJyOplc41MC9R=w408-h544-k-no,https://www.google.com/maps/place/Museum+of+Us/data=!4m7!3m6!1s0x80d954bdcfbc3a21:0x11b6b788217acab5!8m2!3d32.731517!4d-117.1523677!16s%2Fm%2F04165c9!19sChIJITq8z71U2YARtcp6IYi3thE,32.7315625,-117.1523125
California Tower,"Lofty tower with carvings & colorful tiles, plus guided history tours & city views from the top.",4.7,182,Historical landmark,"California Tower, 1350 El Prado, San Diego, CA 92101, United States",San Diego,"PRJX+J4 San Diego, California, USA",https://museumofus.org/exhibits/california-tower,+1 619-239-2001,Closed,10a.m.–4p.m.,10a.m.–4p.m.,10a.m.–4p.m.,10a.m.–4p.m.,10a.m.–4p.m.,Closed,https://lh5.googleusercontent.com/p/AF1QipPkqyfa_SZHt7S-AOMJ9r67kBw4hySfwMeRfiwP=w408-h291-k-no,https://www.google.com/maps/place/California+Tower/data=!4m7!3m6!1s0x80d954bdc5894bab:0xca5519af07a16e81!8m2!3d32.7316093!4d-117.1521668!16s%2Fg%2F12xqvxpbw!19sChIJq0uJxb1U2YARgW6hB68ZVco,32.7315625,-117.1521875
Alcázar Garden,"Landscaped garden with a gazebo & Moorish tiles, inspired by the Alcazar Castle gardens in Spain.",4.7,740,Garden,"1363 El Prado, San Diego, CA 92101, United States",San Diego,"PRJX+C8 San Diego, California, USA",https://www.sandiego.gov/park-and-recreation/parks/regional/balboa/alcazargarden,+1 619-239-0512,6a.m.–10p.m.,6a.m.–10p.m.,6a.m.–10p.m.,6a.m.–10p.m.,6a.m.–10p.m.,6a.m.–10p.m.,6a.m.–10p.m.,https://lh5.googleusercontent.com/p/AF1QipNBlkDzIjzod1PVEG8-3GJsYDydmChigCFfTcmg=w408-h305-k-no,https://www.google.com/maps/place/Alc%C3%A1zar+Garden/data=!4m7!3m6!1s0x80d954bdbe5c0889:0x5778596025beb280!8m2!3d32.731099!4d-117.151633!16s%2Fg%2F11c32gv6sp!19sChIJiQhcvr1U2YARgLK-JWBZeFc,32.7310625,-117.1516875
Waterfront Park,"Public park featuring spray fountains, grassy areas & lots of play equipment for kids.",4.7,8315,Park,"1600 Pacific Hwy, San Diego, CA 92101, United States",San Diego,"PRCH+W3 San Diego, California, USA",sandiegocounty.gov,+1 619-232-7275,6a.m.–10p.m.,6a.m.–10p.m.,6a.m.–10p.m.,6a.m.–10p.m.,6a.m.–10p.m.,6a.m.–10p.m.,6a.m.–10p.m.,https://lh5.googleusercontent.com/p/AF1QipPTKE2G0g8Sv8a7XUCbaXr3q8dpio7HRVunJ66f=w408-h306-k-no,https://www.google.com/maps/place/Waterfront+Park/data=!4m7!3m6!1s0x80d954ad5d44a503:0x99bb37dd2b343cba!8m2!3d32.7223013!4d-117.1722782!16s%2Fg%2F11bbrhmfc1!19sChIJA6VEXa1U2YARujw0K903u5k,32.7223125,-117.1723125
Sequoia National Park,"Sprawling park filled with immense sequoia trees & offering hiking, camping & other activities.",4.8,12547,National park,"750 Ridgecrest St, Monterey Park, CA 91754, United States",Monterey Park,"FCPM+GM Mineral King, California, USA",https://www.nps.gov/seki/index.htm,+1 559-565-3341,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNe2ycnBrXoit7HxH-kfnHerv0K_0NPQyhl1ctJ=w408-h271-k-no,https://www.google.com/maps/place/Sequoia+National+Park/data=!4m7!3m6!1s0x80bffb7d2d196579:0x440adff99f1ef464!8m2!3d36.4863668!4d-118.5657516!16zL20vMDFxdF96!19sChIJeWUZLX37v4ARZPQen_nfCkQ,36.4863125,-118.5658125
Universal Studios Hollywood,"Sprawling amusement park with a cinema theme, featuring rides, restaurants, shops & shows.",4.6,129798,Theme park,"100 Universal City Plaza, Universal City, CA 91608, United States",Universal City,"4JQW+6J Universal City, California, USA",universalstudioshollywood.com,+1 800-864-8377,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,9a.m.–8p.m.,9a.m.–10p.m.,9a.m.–9p.m.,10a.m.–6p.m.,https://lh5.googleusercontent.com/p/AF1QipMSA_LS1qPw0LUc2luiVrYNC2kcH3rHyBsHpNlG=w408-h306-k-no,https://www.google.com/maps/place/Universal+Studios+Hollywood/data=!4m7!3m6!1s0x80c2be4f253238cf:0xd3dd5027799c9a71!8m2!3d34.1381168!4d-118.3533783!16zL20vMDVxc3k4!19sChIJzzgyJU--woARcZqceSdQ3dM,34.1380625,-118.3534375
Point Reyes National Seashore,"71,000-acre park boasts a visitor center, hiking trails, expansive beaches & panoramic water views.",4.8,6780,Nature preserve,"Point Reyes Station, CA 94956, United States",Point Reyes Station,"342M+FF Point Reyes Station, California, USA",nps.gov,+1 415-464-5137,6a.m.–12a.m.,6a.m.–12a.m.,6a.m.–12a.m.,6a.m.–12a.m.,6a.m.–12a.m.,6a.m.–12a.m.,6a.m.–12a.m.,https://lh5.googleusercontent.com/p/AF1QipMFK-vXXMjVBgJ5ClAKzIndIA5UFbkwttJkCQwM=w426-h240-k-no,https://www.google.com/maps/place/Point+Reyes+National+Seashore/data=!4m7!3m6!1s0x8085dbe84b94721d:0x834e1dcfdaff5d3d!8m2!3d38.0511983!4d-122.8663398!16zL20vMDIxeDFf!19sChIJHXKUS-jbhYARPV3_2s8dToM,38.05125,-122.86625
Yosemite Falls,"Renowned series of mountainside waterfalls totaling 2,425 ft. flowing roughly November-July.",4.9,1170,Nature preserve,"Yosemite Village, CA 95389, United States",Yosemite Village,"QC43+J6 Yosemite Village, Yosemite Valley, CA, USA",https://www.nps.gov/yose/planyourvisit/waterfalls.htm,+1 209-372-0200,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMET92p01iXSG0Wotv4rVqy09uVD8R78j5Z1KpY=w408-h306-k-no,https://www.google.com/maps/place/Yosemite+Falls/data=!4m7!3m6!1s0x8096f1fb4d25adeb:0xca05cbdf2d93d1b8!8m2!3d37.7565957!4d-119.5969074!16zL20vMDE0NHow!19sChIJ660lTfvxloARuNGTLd_LBco,37.7565625,-119.5969375
PIER 39,"Bustling bayside pier featuring scenic views, sea-lion sightings, eateries, shops & entertainment.",4.6,107192,Tourist attraction,"The Embarcadero, San Francisco, CA 94133, United States",San Francisco,"RH5R+F3 Fisherman's Wharf, San Francisco, CA, USA",pier39.com,+1 415-705-5500,8a.m.–5p.m.,8a.m.–5p.m.,8a.m.–5p.m.,8a.m.–5p.m.,Closed,Closed,8a.m.–5p.m.,https://lh5.googleusercontent.com/p/AF1QipOmRnPnDs1YKRg3pQdVPzXjCtRw1CktlXawof8=w408-h306-k-no,https://www.google.com/maps/place/PIER+39/data=!4m7!3m6!1s0x808580fc8bb3211d:0xbaf631600de6b39e!8m2!3d37.808673!4d-122.409821!16zL20vMDU2cXB0!19sChIJHSGzi_yAhYARnrPmDWAx9ro,37.8086875,-122.4098125
Bodie State Historic Park,"Former gold-mining community houses a ghost town with daily tours, a stamp mill & a museum.",4.7,3029,State park,"CA-270, Bridgeport, CA 93517, United States",Bridgeport,"6X7M+8W Bridgeport, California, USA",http://www.parks.ca.gov/?page_id=509,+1 760-616-5040,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMhCtWtUiQ7UnjEMLHWGT6zpVvfbrvOFgPOhmj4=w426-h240-k-no,https://www.google.com/maps/place/Bodie+State+Historic+Park/data=!4m7!3m6!1s0x8097ca2718a34c3b:0x980675843d1751db!8m2!3d38.2133085!4d-119.015125!16s%2Fg%2F1tfq4xdb!19sChIJO0yjGCfKl4AR21EXPYR1Bpg,38.2133125,-119.0151875
Sequoia & Kings Canyon National Parks,"Picturesque national parks with various trails for day hikes amid sequoias, mountains & waterfalls.",4.9,1846,National reserve,"47050 Generals Hwy, Three Rivers, CA 93271, United States",Three Rivers,"H67G+VW Three Rivers, California, USA",nps.gov,+1 559-565-3341,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNd8H3O8_ih1I-ir05bhRcm0cnxFnnNJUEtOHfL=w408-h544-k-no,https://www.google.com/maps/place/Sequoia+%26+Kings+Canyon+National+Parks/data=!4m7!3m6!1s0x80955c1b53344a73:0x88ff7983f0443a71!8m2!3d36.5647207!4d-118.7727191!16s%2Fm%2F02tc25k!19sChIJc0o0UxtclYARcTpE8IN5_4g,36.5646875,-118.7726875
Old Faithful Geyser of California,"Small, scenic geyser backdropped by palms & mountains, plus a gift shop with locally made goods.",3.8,1773,Tourist attraction,"1299 Tubbs Ln, Calistoga, CA 94515, United States",Calistoga,"H9WX+G3 Calistoga, California, USA",oldfaithfulgeyser.com,+1 707-942-6463,9a.m.–5p.m.,9a.m.–5p.m.,9a.m.–5p.m.,9a.m.–5p.m.,9a.m.–6p.m.,9a.m.–5p.m.,9a.m.–5p.m.,https://lh5.googleusercontent.com/p/AF1QipNue5-p9pIamhSA8ebRGLABEwcZqZnYqt0uCpX0=w426-h240-k-no,https://www.google.com/maps/place/Old+Faithful+Geyser+of+California/data=!4m7!3m6!1s0x8084424617df91fd:0x31e8d46eda45e2b6!8m2!3d38.5962722!4d-122.60235!16s%2Fg%2F1224z0xw!19sChIJ_ZHfF0ZChIARtuJF2m7U6DE,38.5963125,-122.6023125
Six Flags Discovery Kingdom,"Enormous amusement park filled with high-speed roller coasters & rides, plus wildlife attractions.",4.1,18191,Theme park,"1001 Fairgrounds Dr, Vallejo, CA 94589, United States",Vallejo,"4QQ8+3J Vallejo, California, USA",sixflags.com,+1 707-644-4000,Closed,Closed,Closed,12–6p.m.,11a.m.–7p.m.,12–6p.m.,Closed,https://lh5.googleusercontent.com/p/AF1QipNBiMPEYowkJmMem9G9FYO6TDe15LS5Zgxy_zw=w408-h306-k-no,https://www.google.com/maps/place/Six+Flags+Discovery+Kingdom/data=!4m7!3m6!1s0x80850cce858a7265:0x49892e4325e9ede4!8m2!3d38.1376988!4d-122.2334814!16s%2Fm%2F027s58j!19sChIJZXKKhc4MhYAR5O3pJUMuiUk,38.1376875,-122.2334375
Six Flags Magic Mountain,"Popular, longtime amusement park featuring many modern roller-coasters, plus rides for young kids.",4.5,42176,Theme park,"26101 Magic Mountain Pkwy, Valencia, CA 91355, United States",Valencia,"CCG3+44 Valencia, Santa Clarita, CA, USA",sixflags.com,+1 661-255-4100,Closed,Closed,Closed,10:30a.m.–8p.m.,10:30a.m.–8p.m.,10:30a.m.–7p.m.,Closed,https://lh5.googleusercontent.com/p/AF1QipM2M7NVsS4ZJUBv1PyBa73fm0ow5gGuU6yzomMx=w426-h240-k-no,https://www.google.com/maps/place/Six+Flags+Magic+Mountain/data=!4m7!3m6!1s0x80c280a5bffa65c5:0x8f03c1443c734740!8m2!3d34.4253305!4d-118.5972191!16zL20vMDN6bGg3!19sChIJxWX6v6WAwoARQEdzPETBA48,34.4253125,-118.5971875
Griffith Park,"Urban oasis featuring hiking & equestrian trails, plus city views, the Greek Theatre & L.A. Zoo.",4.7,57626,Park,"4730 Crystal Springs Dr, Los Angeles, CA 90027, United States",Los Angeles,"4PP4+J8 Los Angeles, California, USA",https://www.laparks.org/griffithpark/,+1 323-913-4688,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNhE8zU8L_FJDSclPdNNR_isVNj1O3fOljpak2X=w408-h272-k-no,https://www.google.com/maps/place/Griffith+Park/data=!4m7!3m6!1s0x80c2c08d21749ff7:0x4731b4ee89bae4aa!8m2!3d34.1365544!4d-118.2942!16zL20vMDJzZHBo!19sChIJ9590IY3AwoARquS6ie60MUc,34.1365625,-118.2941875
Hearst Castle,Guests explore the art & grounds of the 20th-century mansion built by the eponymous media magnate.,4.6,8890,Castle,"750 Hearst Castle Rd, San Simeon, CA 93452, United States",San Simeon,"MRPJ+3P San Simeon, California, USA",https://hearstcastle.org/,+1 800-444-4445,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPrK6hGNqSaY9w4WxhHUxif-RsV_7M4cIMilfLC=w408-h510-k-no,https://www.google.com/maps/place/Hearst+Castle/data=!4m7!3m6!1s0x8092cc9dce68ea8b:0xc07bc62555ca2e20!8m2!3d35.6852076!4d-121.1682251!16zL20vMDIwMHQ0!19sChIJi-pozp3MkoARIC7KVSXGe8A,35.6851875,-121.1681875
Kings Canyon National Park,National park offers a varied landscape for hiking & other outdoor diversions among huge trees.,4.8,5630,National park,"California, United States",United States      ,"VCQV+4W Kanawyers, California, USA",nps.gov,+1 559-565-3341,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNOObO8Smn_HVh6-zTqEASfADM1Kth6JUkb9AYk=w408-h544-k-no,https://www.google.com/maps/place/Kings+Canyon+National+Park/data=!4m7!3m6!1s0x80bfd5ee5ff1a77b:0x826483b770430f4c!8m2!3d36.8878548!4d-118.5551477!16zL20vMDFxdHY4!19sChIJe6fxX-7Vv4ARTA9DcLeDZII,36.8878125,-118.5551875
LEGOLAND California,"Vivid Lego-themed quarters in a lively hotel offering dining, an outdoor pool & free breakfast.",4.5,29652,Tourist attraction,"One Legoland Dr, Carlsbad, CA 92008, United States",Carlsbad,"4MGQ+F6 Carlsbad, California, USA",https://www.legoland.com/california/,+1 888-690-5346,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOp-97Twt_zAfYSHt-_rqWjzErBOAp2w9YYNdAy=w408-h306-k-no,https://www.google.com/maps/place/LEGOLAND+California/data=!4m7!3m6!1s0x80dc73d69e231bf3:0x1ebc75741330f7d8!8m2!3d33.1262496!4d-117.3119239!16zL20vMDJwYzA3!19sChIJ8xsjntZz3IAR2PcwE3R1vB4,33.1261875,-117.3119375
Disneyland Park,"Iconic amusement park featuring 8 themed ""lands"" with rides, shows & costumed characters.",4.6,111248,Theme park,"1313 Disneyland Dr, Anaheim, CA 92802, United States",Anaheim,"R36J+RC Anaheim, California, USA",https://disneyland.disney.go.com/destinations/disneyland/?CMP=OKC-330339_GM_DLR_destination_disneylandpark_NA,+1 714-781-4636,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipNjk_SmhwdxfxzmKTGwgyBtXeRDLp62Ivn4DjPN=w408-h306-k-no,https://www.google.com/maps/place/Disneyland+Park/data=!4m7!3m6!1s0x80dcd7d12b3b5e6b:0x2ef62f8418225cfa!8m2!3d33.8120918!4d-117.9189742!16zL20vMDJmenM!19sChIJa147K9HX3IAR-lwiGIQv9i4,33.8120625,-117.9189375
Aquarium of the Pacific,Pacific Ocean dwellers on display at this large aquarium with touch tanks & behind-the-scenes tours.,4.6,27104,Aquarium,"100 Aquarium Way, Long Beach, CA 90802, United States",Long Beach,"QR63+Q6 Long Beach, California, USA",https://www.aquariumofpacific.org/,+1 562-590-3100,9AM–6PM,9AM–6PM,9AM–6PM,9AM–6PM,9AM–6PM,9AM–6PM,9AM–6PM,https://lh5.googleusercontent.com/p/AF1QipO7nk2s0Gl03NZDTN6kqIT9M3nRxn7FsobM11Ag=w408-h306-k-no,https://www.google.com/maps/place/Aquarium+of+the+Pacific/data=!4m7!3m6!1s0x80dd313032cc7cb5:0x96dadf4782e15e96!8m2!3d33.7619735!4d-118.1969738!16zL20vMDU1Mmow!19sChIJtXzMMjAx3YARll7hgkff2pY,33.7619375,-118.1969375
Hollywood Walk of Fame,Famous Hollywood sidewalk area emblazoned with stars & celebrity names since 1960.,4,38299,Tourist attraction,"Hollywood Boulevard, Vine St, Los Angeles, CA 90028, United States",Vine St,"4M2F+M8 Los Angeles, California, USA",https://walkoffame.com/,+1 323-469-8311,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNm12l7IrvU7MBoM9yDG0orTm-mih1tQ4V_sDOK=w408-h541-k-no,https://www.google.com/maps/place/Hollywood+Walk+of+Fame/data=!4m7!3m6!1s0x80c2bf3b59bb205f:0x85775770084cf53e!8m2!3d34.1016345!4d-118.3267051!16s%2Fg%2F122d85wl!19sChIJXyC7WTu_woARPvVMCHBXd4U,34.1016875,-118.3266875
Griffith Observatory,"This art deco landmark from 1935 features a high-tech planetarium, public telescopes & city views.",4.7,8769,Observatory,"2800 E Observatory Rd, Los Angeles, CA 90027, United States",Los Angeles,"4M9X+9R Los Angeles, California, USA",https://griffithobservatory.org/,+1 213-473-0800,Closed,Closed,12–10p.m.,12–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.,Closed,https://lh5.googleusercontent.com/p/AF1QipMz9XFX_FfjERudgR4jJG4rfVM9HPcbsMEuSv4o=w408-h272-k-no,https://www.google.com/maps/place/Griffith+Observatory/data=!4m7!3m6!1s0x80c2bf61e9d408cb:0x73ff07b1c2d6dadc!8m2!3d34.1184341!4d-118.3003935!16zL20vMDJfNG1s!19sChIJywjU6WG_woAR3NrWwrEH_3M,34.1184375,-118.3004375
La Brea Tar Pits and Museum,"Ice Age–fossil excavation site with an adjacent museum, plus a re-created prehistoric garden.",4.6,11174,Museum,"5801 Wilshire Blvd, Los Angeles, CA 90036, United States",Los Angeles,"3J7V+FR Los Angeles, California, USA",https://tarpits.org/,+1 213-763-3499,9:30a.m.–5p.m.,9:30a.m.–5p.m.,9:30a.m.–5p.m.,9:30a.m.–5p.m.,9:30a.m.–5p.m.,9:30a.m.–5p.m.,9:30a.m.–5p.m.,https://lh5.googleusercontent.com/p/AF1QipOMllv_pe7WvNV7uPMrlBHASQ5nbX6uQ3UBqPqO=w408-h306-k-no,https://www.google.com/maps/place/La+Brea+Tar+Pits+and+Museum/data=!4m7!3m6!1s0x80c2b922fdf520ff:0x74ce772b0af26299!8m2!3d34.0637378!4d-118.355451!16zL20vMDFybGY3!19sChIJ_yD1_SK5woARmWLyCit3znQ,34.0636875,-118.3554375
Hollywood Sign,"Erected in 1923, this symbolic landmark on Mount Lee is often viewed from Griffith Park Observatory.",4.6,8381,Historical landmark,"Los Angeles, CA 90068, United States",Los Angeles,"4MMH+J9 Los Angeles, California, USA",https://www.hollywoodsign.org/,+1 323-258-4338,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipME3ftj0TaENh45ZKKWXe8CHbH0RLriRSkp7j1_=w408-h306-k-no,https://www.google.com/maps/place/Hollywood+Sign/data=!4m7!3m6!1s0x80c2bf0a45505a7d:0xabb7acc626709843!8m2!3d34.1341151!4d-118.3215482!16zL20vMDUwY3R2!19sChIJfVpQRQq_woARQ5hwJsast6s,34.1340625,-118.3215625
The Getty,"Famous, sizable free museum highlighting American & European art, architecture & manicured gardens.",4.8,25110,Art museum,"1200 Getty Center Dr, Los Angeles, CA 90049, United States",Los Angeles,"3GHG+69 Los Angeles, California, USA",getty.edu,+1 310-440-7300,10a.m.–5:30p.m.,10a.m.–5:30p.m.,10a.m.–5:30p.m.,10a.m.–5:30p.m.,10a.m.–5:30p.m.,10a.m.–5:30p.m.,Closed,https://lh5.googleusercontent.com/p/AF1QipOXKdFfsFg1kICW62JB2dB0K_aW3Rrn0GmASgzS=w408-h271-k-no,https://www.google.com/maps/place/The+Getty/data=!4m7!3m6!1s0x80c2bcd74227366f:0xda784a5a15aaaa25!8m2!3d34.0780358!4d-118.4740954!16zL20vMDFtdmw2!19sChIJbzYnQte8woARJaqqFVpKeNo,34.0780625,-118.4740625
Los Angeles County Museum of Art,This 20-acre campus with diverse collections spanning art history also offers screenings & concerts.,4.6,16134,Art museum,"5905 Wilshire Blvd, Los Angeles, CA 90036, United States",Los Angeles,"3J7R+H8 Los Angeles, California, USA",https://www.lacma.org/,+1 323-857-6000,11a.m.–6p.m.,Closed,11a.m.–6p.m.,11a.m.–8p.m.,10a.m.–7p.m.,10a.m.–7p.m.,11a.m.–6p.m.,https://lh5.googleusercontent.com/p/AF1QipN3j-RFTXp7UT0SUf7MoQgMVF20Y4bkmPcRsDvi=w408-h306-k-no,https://www.google.com/maps/place/Los+Angeles+County+Museum+of+Art/data=!4m7!3m6!1s0x80c2b93cca9c7ab1:0x9b191d3aac3e37!8m2!3d34.0639323!4d-118.3592293!16zL20vMDIwczAw!19sChIJsXqcyjy5woARNz6sOh0ZmwA,34.0639375,-118.3591875
The Broad,"Modern art museum with a honeycomb-like facade housing rotating exhibits, plus a shop & restaurant.",4.6,11877,Modern art museum,"221 S Grand Ave, Los Angeles, CA 90012, United States",Los Angeles,"3P3X+RW Los Angeles, California, USA",https://www.thebroad.org/,+1 213-232-6250,11a.m.–5p.m.,11a.m.–5p.m.,11a.m.–8p.m.,11a.m.–5p.m.,10a.m.–6p.m.,10a.m.–6p.m.,Closed,https://lh5.googleusercontent.com/p/AF1QipOphRQBgH29Q1CtSErWDqrNsRiWq02CrPNV_o26=w408-h306-k-no,https://www.google.com/maps/place/The+Broad/data=!4m7!3m6!1s0x80c2c64d122ca65d:0x98f1041528d11ebf!8m2!3d34.0545021!4d-118.2501802!16s%2Fm%2F01085cbg!19sChIJXaYsEk3GwoARvx7RKBUE8Zg,34.0545625,-118.2501875
Natural History Museum of Los Angeles County,"From T. rex skeletons to an insect zoo, popular attraction holds more than 35-million artifacts.",4.8,9522,Natural history museum,"900 W Exposition Blvd, Los Angeles, CA 90007, United States",Los Angeles,"2P86+QF Los Angeles, California, USA",https://nhm.org/?utm_source=google_business&utm_medium=search&utm_campaign=&utm_content=none,+1 213-763-3466,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMLOItxVEEHYyQTM7xdswgGOaLrw18fhTf604w1=w408-h306-k-no,https://www.google.com/maps/place/Natural+History+Museum+of+Los+Angeles+County/data=!4m7!3m6!1s0x80c2c7fd0511305f:0x6ef89594b9fb2427!8m2!3d34.0169567!4d-118.2887764!16zL20vMDZzNXR2!19sChIJXzARBf3HwoARJyT7uZSV-G4,34.0169375,-118.2888125
Runyon Canyon Park,"Landmark hiking trails known for sweeping city views & people watching, plus an off-leash dog park.",4.8,4800,Park,"2000 N Fuller Ave, Los Angeles, CA 90046, United States",Los Angeles,"4J6X+XG Los Angeles, California, USA",https://www.laparks.org/runyon/,+1 818-243-1145,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipP9OEAdgk7n2SpRqSeWYY4XoWc6GaJp8S6ZWiy2=w408-h306-k-no,https://www.google.com/maps/place/Runyon+Canyon+Park/data=!4m7!3m6!1s0x80c2bee0566e7d85:0xb93ef5e6e3eadc40!8m2!3d34.1124069!4d-118.3512352!16zL20vMDdnZzFt!19sChIJhX1uVuC-woARQNzq4-b1Prk,34.1124375,-118.3511875
Santa Monica Pier,,4.6,96590,Fishing pier,"200 Santa Monica Pier, Santa Monica, CA 90401, United States",Santa Monica,"2G52+8F Santa Monica, California, USA",https://www.santamonicapier.org/,+1 310-458-8900,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPcmbZv6Tl_TAJiVJ1Low_911eBk8eH18azVQgn=w408-h544-k-no,https://www.google.com/maps/place/Santa+Monica+Pier/data=!4m7!3m6!1s0x80c2a4d74d5ea79b:0xcd9a111aced18f4d!8m2!3d34.0082821!4d-118.4987585!16zL20vMDRmZ21y!19sChIJm6deTdekwoARTY_RzhoRms0,34.0083125,-118.4988125
Bronson Caves,"Seen in many iconic films, these man-made caves provide trails & scenic views of the Hollywood sign.",4.5,374,Tourist attraction,"3200 Canyon Dr, Los Angeles, CA 90068, United States",Los Angeles,"4MCP+G7 Los Angeles, California, USA",https://www.laparks.org/park/bronson-canyon,+1 818-243-1145,5a.m.–10:30p.m.,5a.m.–10:30p.m.,5a.m.–10:30p.m.,5a.m.–10:30p.m.,5a.m.–10:30p.m.,5a.m.–10:30p.m.,5a.m.–10:30p.m.,https://lh5.googleusercontent.com/p/AF1QipPcfAPBlQ3o-t4oCSJ718-R-3MpKduOko5YIxlg=w408-h306-k-no,https://www.google.com/maps/place/Bronson+Caves/data=!4m7!3m6!1s0x80c2bf7a09b1f965:0x5e7f267f433e0565!8m2!3d34.1213309!4d-118.3143371!16zL20vMDN5cmc1!19sChIJZfmxCXq_woARZQU-Q38mf14,34.1213125,-118.3143125
"The Huntington Library, Art Museum, and Botanical Gardens","Expansive complex housing art galleries with famous works, rare-book collections & lush gardens.",4.8,4866,Tourist attraction,"1151 Oxford Rd, San Marino, CA 91108, United States",San Marino,"4VHP+J5 San Marino, California, USA",https://huntington.org/,+1 626-405-2100,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPDrovIAWdbdfD7o5OdT53H0BeT-Uc1ZONJ1O4f=w408-h306-k-no,"https://www.google.com/maps/place/The+Huntington+Library,+Art+Museum,+and+Botanical+Gardens/data=!4m7!3m6!1s0x80c2db4d02615c73:0xb328d70c295f1904!8m2!3d34.1290452!4d-118.1145242!16zL20vMDFtcjBr!19sChIJc1xhAk3bwoARBBlfKQzXKLM",34.1290625,-118.1145625
Hollywood Bowl,Concertgoers bring a picnic & wine to watch shows of every genre at this historic amphitheater.,4.7,14336,Concert hall,"2301 N Highland Ave, Los Angeles, CA 90068, United States",Los Angeles,"4M66+V8 Los Angeles, California, USA",https://www.hollywoodbowl.com/,+1 323-850-2000,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNf1yL5ZIXMPMkaS5iB5-_ukZ-PkxKQOv96pa4p=w408-h306-k-no,https://www.google.com/maps/place/Hollywood+Bowl/data=!4m7!3m6!1s0x80c2bf1bc1270933:0x6a6f62cf3836e2fd!8m2!3d34.112224!4d-118.3391279!16zL20vMDFqZ2ty!19sChIJMwknwRu_woAR_eI2OM9ib2o,34.1121875,-118.3391875
Angels Flight Railway,"World's shortest railway, built in 1901, with 2 funicular cars that travel on a 298-ft. incline.",4.5,2068,Historical landmark,"351 S Hill St, Los Angeles, CA 90013, United States",Los Angeles,"3P2X+JQ Los Angeles, California, USA",angelsflight.org,+1 213-626-1901,6:45a.m.–10p.m.,6:45a.m.–10p.m.,6:45a.m.–10p.m.,6:45a.m.–10p.m.,6:45a.m.–10p.m.,6:45a.m.–10p.m.,6:45a.m.–10p.m.,https://lh5.googleusercontent.com/p/AF1QipPtMpxbsgt354GERTIn1HcBO4L1tmYhyfv00mDT=w408-h542-k-no,https://www.google.com/maps/place/Angels+Flight+Railway/data=!4m7!3m6!1s0x80c2c64c846a29fd:0x9afeb65e450482ac!8m2!3d34.0516174!4d-118.2506142!16zL20vMDF6bm0w!19sChIJ_SlqhEzGwoARrIIERV62_po,34.0515625,-118.2505625
