title,attributes,rating,reviewCount,category,address,city,plusCode,website,phoneNumber,tuesday,wednesday,thursday,friday,saturday,sunday,monday,imgUrl,placeUrl,latitude,longitude
Pruneyard Shopping Center,"Enormous mall with shopping, services, multiple dining options & a movie theater amid outdoor space.",4.3,3391,Shopping mall,"1875 S Bascom Ave, Campbell, CA 95008, United States",Campbell,"73Q8+C7 Campbell, California, USA",https://www.thepruneyard.com/,+1 650-992-8687,10a.m.–7p.m.,10a.m.–7p.m.,10a.m.–7p.m.,10a.m.–7p.m.,10a.m.–7p.m.,10a.m.–7p.m.,10a.m.–7p.m.,https://lh5.googleusercontent.com/p/AF1QipPLNmVem59mK6tLYjE3mzgr2e09bmNUgAs8hN50=w426-h240-k-no,https://www.google.com/maps/place/Pruneyard+Shopping+Center/data=!4m7!3m6!1s0x808e34c262a4d103:0xda0b6a5d08635ce6!8m2!3d37.288504!4d-121.9343286!16zL20vMDQxOTVq!19sChIJA9GkYsI0joAR5lxjCF1qC9o,37.2885625,-121.9343125
Creekside Town Center,Outdoor mall offering a variety of nationally known chain retailers & casual eateries.,4.3,1913,Shopping mall,"Roseville, CA 95678, United States",CA 95678,"QPFP+9M Roseville, California, USA",https://creeksidetowncenter.com/,+1 916-781-2400,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–10p.m.,9a.m.–10p.m.,https://lh5.googleusercontent.com/p/AF1QipM0HPTrE0l-dVwvuZolyeqkjCP5Bz0UUDfZ_aRl=w408-h544-k-no,https://www.google.com/maps/place/Creekside+Town+Center/data=!4m7!3m6!1s0x809b21d91d1bb695:0x5ba845c2dc56fa1e!8m2!3d38.773385!4d-121.2632579!16s%2Fg%2F1tflgh37!19sChIJlbYbHdkhm4ARHvpW3MJFqFs,38.7734375,-121.2633125
Arden Fair,"Bright, spacious mall featuring 150+ shops, a food court with fast food & full-service restaurants.",4.2,16931,Shopping mall,"1689 Arden Way, Sacramento, CA 95815, United States",Sacramento,"JH2C+FX Sacramento, California, USA",https://www.ardenfair.com/?utm_source=google&utm_medium=onlinesearch&utm_content=gmp_website_button&utm_campaign=yext,+1 916-920-1167,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,11a.m.–7p.m.,10a.m.–8p.m.,https://lh5.googleusercontent.com/p/AF1QipMe8JrskVp4lftriSrDWCzehLhSpa6GQekRS0hG=w426-h240-k-no,https://www.google.com/maps/place/Arden+Fair/data=!4m7!3m6!1s0x809ada1e9abd092f:0xd71832b29969031e!8m2!3d38.6011646!4d-121.4276086!16zL20vMGRja2to!19sChIJLwm9mh7amoARHgNpmbIyGNc,38.6011875,-121.4275625
The Vineyard Shopping Center,,4.1,733,Shopping mall,"782 W Kettleman Ln, Lodi, CA 95240, United States",Lodi,"4P78+MQ Lodi, California, USA",,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMsKKTRue8EG7RI3JhQpRbSOAseQa-v1WkLRhOU=w408-h544-k-no,https://www.google.com/maps/place/The+Vineyard+Shopping+Center/data=!4m7!3m6!1s0x80900aa088a36d79:0x8fc6ee6f493f1d5e!8m2!3d38.1141447!4d-121.2830218!16s%2Fg%2F1jkw3_pwl!19sChIJeW2jiKAKkIARXh0_SW_uxo8,38.1141875,-121.2830625
Ontario Mills,"Indoor outlet mall with over 200 stores as well as a food court,  movie theatres & comedy club.",4.5,25862,Shopping mall,"1 Mills Cir, Ontario, CA 91764, United States",Ontario,"3CFX+55 Ontario, California, USA",https://www.simon.com/bot-challenge?url=L21hbGwvb250YXJpby1taWxscz8=&uuid=33448cca-5f6a-11ed-968f-666c644d4676&vid=33448de1-5f6a-11ed-968f-666c644d4676,+1 909-484-8300,11a.m.–8p.m.,11a.m.–8p.m.,11a.m.–8p.m.,10a.m.–9p.m.,10a.m.–9p.m.,11a.m.–8p.m.,11a.m.–8p.m.,https://lh5.googleusercontent.com/p/AF1QipMnyb95l9oONXNEPXl5v-kuad3LIxI3so64qYpp=w426-h240-k-no,https://www.google.com/maps/place/Ontario+Mills/data=!4m7!3m6!1s0x80c33582234a6999:0x2c606dc846c3f534!8m2!3d34.0729887!4d-117.5520272!16zL20vMDJoeXgw!19sChIJmWlKI4I1w4ARNPXDRshtYCw,34.0729375,-117.5520625
Del Amo Fashion Center,"Large mall offers trendy retailers, restaurants & a theater, plus a garden-inspired dining pavilion.",4.5,12649,Shopping mall,"3525 W Carson St, Torrance, CA 90503, United States",Torrance,"RMJ2+F7 Torrance, California, USA",https://www.simon.com/bot-challenge?url=L21hbGwvZGVsLWFtby1mYXNoaW9uLWNlbnRlcj8=&uuid=33448cca-5f6a-11ed-968f-666c644d4676&vid=33448de1-5f6a-11ed-968f-666c644d4676,+1 310-542-8525,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,11a.m.–7p.m.,10a.m.–9p.m.,https://lh5.googleusercontent.com/p/AF1QipONwOgAGjNH02d-dwgiX6ZOV05cBqhnz5yytnko=w408-h253-k-no,https://www.google.com/maps/place/Del+Amo+Fashion+Center/data=!4m7!3m6!1s0x80dd4b296dc5050f:0xefe93d23b15e2aea!8m2!3d33.8311688!4d-118.349281!16zL20vMDR4cDMw!19sChIJDwXFbSlL3YAR6ipesSM96e8,33.8311875,-118.3493125
South Coast Plaza,"Energetic shopping complex featuring department stores, boutiques, fine restaurants & casual fare.",4.6,13597,Shopping mall,"3333 Bristol St, Costa Mesa, CA 92626, United States",Costa Mesa,"M4R6+CC Costa Mesa, California, USA",https://www.southcoastplaza.com/,+1 714-435-2000,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,11a.m.–7p.m.,10a.m.–8p.m.,https://lh5.googleusercontent.com/p/AF1QipNsHvZOl0aL-_ASTLrh1nsFApjIYsbvcmOnW4-1=w408-h306-k-no,https://www.google.com/maps/place/South+Coast+Plaza/data=!4m7!3m6!1s0x80dcdf2525c7200b:0xd1d9f268d34c30d8!8m2!3d33.691003!4d-117.8889767!16zL20vMDJtOWN4!19sChIJCyDHJSXf3IAR2DBM02jy2dE,33.6910625,-117.8889375
Mid Valley Shopping Center,,4.2,226,Shopping mall,"312 Mid Vly Ctr #316, Carmel-By-The-Sea, CA 93923, United States",Carmel-By-The-Sea,"G5FR+2H Carmel-By-The-Sea, California, USA",https://marketplaceatcarmelvalley.com/,+1 408-354-0300,8a.m.–5:30p.m.,8a.m.–5:30p.m.,8a.m.–5:30p.m.,8a.m.–5:30p.m.,Closed,Closed,8a.m.–5:30p.m.,https://lh5.googleusercontent.com/p/AF1QipOxpNOjsQUvXF3PEUJfb2zGSb6d86BmGzqFlS2p=w408-h725-k-no,https://www.google.com/maps/place/Mid+Valley+Shopping+Center/data=!4m7!3m6!1s0x808df1d79713fa41:0x32324d60c454eb57!8m2!3d36.5225566!4d-121.8086242!16s%2Fg%2F1tf249kw!19sChIJQfoTl9fxjYARV-tUxGBNMjI,36.5225625,-121.8085625
Almaden Plaza,"Large shopping plaza, offering a variety of retail stores, restaurants, banks & other services.",4.2,3243,Shopping mall,"5353 Almaden Expy, San Jose, CA 95118, United States",San Jose,"742F+P7 San Jose, California, USA",,+1 408-265-1140,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,11a.m.–6p.m.,10a.m.–9p.m.,https://lh5.googleusercontent.com/p/AF1QipP2pfpDuuuI54ukacRo7sKFDyEsC93veosCn__B=w408-h345-k-no,https://www.google.com/maps/place/Almaden+Plaza/data=!4m7!3m6!1s0x808e33dd7150b0f3:0x87405b3ec849300e!8m2!3d37.2518534!4d-121.8768626!16s%2Fg%2F1tsr3fkk!19sChIJ87BQcd0zjoARDjBJyD5bQIc,37.2518125,-121.8768125
Buena Park Place,"Large, bustling mall offering a variety of familiar stores & restaurants, plus a movie theater.",4.3,6565,Shopping mall,"8191-8371 La Palma Ave, Buena Park, CA 90620, United States",Buena Park,"R2W6+29 Buena Park, California, USA",https://www.sitecenters.com/properties/buena-park-place,+1 877-225-5337,9a.m.–9p.m.,9a.m.–9p.m.,9a.m.–9p.m.,9a.m.–9p.m.,9a.m.–9p.m.,9a.m.–9p.m.,9a.m.–9p.m.,https://lh5.googleusercontent.com/p/AF1QipM3zaS8-bSlBIVES63vGsracZQw-abd_loiTfwO=w408-h414-k-no,https://www.google.com/maps/place/Buena+Park+Place/data=!4m7!3m6!1s0x80dd2bded8e5db5b:0x3439c92fd2c60d4!8m2!3d33.8450951!4d-117.9890318!16zL20vMDYwbjQx!19sChIJW9vl2N4r3YAR1GAs_ZKcQwM,33.8450625,-117.9890625
Almaden Ranch,"Outdoor shopping center with chain eateries, specialty retailers, a supermarket & a bowling alley.",4.4,1243,Shopping mall,"5160 Cherry Ave, San Jose, CA 95118, United States",San Jose,"745G+8Q San Jose, California, USA",almadenranchsanjose.com,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipN9xUnWwesuL2AfA0saEGVWeMjyN1Jwe10subO0=w426-h240-k-no,https://www.google.com/maps/place/Almaden+Ranch/data=!4m7!3m6!1s0x808e33db50062c9b:0xa7e02df4d2d43581!8m2!3d37.2583093!4d-121.8730038!16s%2Fg%2F11c54cb8m4!19sChIJmywGUNszjoARgTXU0vQt4Kc,37.2583125,-121.8730625
Florin Towne Centre,,4,4946,Shopping mall,"Florin Rd & Stockton Blvd, Sacramento, CA 95823, United States",Sacramento,"FHX8+6C Sacramento, California, USA",,,6a.m.–11p.m.,6a.m.–11p.m.,6a.m.–11p.m.,6a.m.–11p.m.,6a.m.–11p.m.,6a.m.–11p.m.,6a.m.–11p.m.,https://lh5.googleusercontent.com/p/AF1QipNe1Mk1opOI-Aoknzf-wbdq9mDeWeUWm9BF5WxA=w426-h240-k-no,https://www.google.com/maps/place/Florin+Towne+Centre/data=!4m7!3m6!1s0x809ac5715b5c471b:0xbdb0559ce2391a5!8m2!3d38.4980294!4d-121.4339124!16s%2Fm%2F0j26p3t!19sChIJG0dcW3HFmoARpZEjzlkF2ws,38.4980625,-121.4339375
Westlake Lido Faire Shopping Center,"Sizable strip mall featuring a wide range of eateries, stores & services, plus ample parking.",4,863,Shopping mall,"35249 Newark Blvd, Newark, CA 94560, United States",Newark,"GXX2+8X Newark, California, USA",westlake-realty.com,+1 800-266-1010,8a.m.–9p.m.,8a.m.–9p.m.,8a.m.–9p.m.,8a.m.–9p.m.,8a.m.–9p.m.,8a.m.–9p.m.,8a.m.–9p.m.,https://lh5.googleusercontent.com/p/AF1QipNr3QYlONpgghhOsKqXDI4ke8yQXGmho1zyoZQ-=w426-h240-k-no,https://www.google.com/maps/place/Westlake+Lido+Faire+Shopping+Center/data=!4m7!3m6!1s0x808fbe51ab023ae1:0xc8ec88e23c05a573!8m2!3d37.5482955!4d-122.0475974!16s%2Fg%2F1thx48rk!19sChIJ4ToCq1G-j4ARc6UFPOKI7Mg,37.5483125,-122.0475625
Plaza 580 S.C.,,4.2,700,Shopping mall,"4514 Las Positas Rd, Livermore, CA 94551, United States",Livermore,"P724+3F Livermore, California, USA",properties.kimcorealty.com,+1 833-800-4343,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,11a.m.–6p.m.,10a.m.–9p.m.,https://lh5.googleusercontent.com/p/AF1QipNps47s7HZi-nko5ric7KXQZj57yl7CT8Snoaq3=w408-h306-k-no,https://www.google.com/maps/place/Plaza+580+S.C./data=!4m7!3m6!1s0x808fe71fadc7a507:0xee60a6787df47e5!8m2!3d37.7001899!4d-121.7438396!16s%2Fg%2F11f0krc2hk!19sChIJB6XHrR_nj4AR5Uffh2cK5g4,37.7001875,-121.7438125
Gateway Plaza,,4,576,Shopping mall,"470 River St, Santa Cruz, CA 95060, United States",Santa Cruz,"XXMC+7H Santa Cruz, California, USA",,,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,https://lh5.googleusercontent.com/p/AF1QipMFarJVEV-DDxUeMX-C1TWL2egVxhvcw2JZMgmW=w493-h240-k-no,https://www.google.com/maps/place/Gateway+Plaza/data=!4m7!3m6!1s0x808e4030dfd3cf91:0x1550551a17bdcafc!8m2!3d36.9831604!4d-122.0285318!16s%2Fg%2F1tk234w9!19sChIJkc_T3zBAjoAR_Mq9FxpVUBU,36.9831875,-122.0285625
San Lorenzo Park Plaza Shopping Center,,4,286,Shopping mall,"101-147 River St S, Santa Cruz, CA 95060, United States",Santa Cruz,"XXGG+5C Santa Cruz, California, USA",,,6a.m.–12p.m.,6a.m.–12p.m.,6a.m.–12p.m.,6a.m.–12p.m.,6a.m.–12p.m.,6a.m.–12p.m.,6a.m.–12p.m.,https://lh5.googleusercontent.com/p/AF1QipOZaKCTpFrHcwcaY2_eJKEiALq7T4UMbN2PzmY2=w520-h240-k-no,https://www.google.com/maps/place/San+Lorenzo+Park+Plaza+Shopping+Center/data=!4m7!3m6!1s0x808e402708005277:0xe9b9598a1255bc21!8m2!3d36.9754589!4d-122.0239766!16s%2Fg%2F1tl4d825!19sChIJd1IACCdAjoARIbxVEopZuek,36.9754375,-122.0239375
Almar Shopping Center,,4,862,Shopping mall,"Mission St, Santa Cruz, CA 95060, United States",Santa Cruz,"XX64+M7 Santa Cruz, California, USA",https://almar-shopping-center.edan.io/,,5a.m.–2a.m.,5a.m.–2a.m.,5a.m.–2a.m.,5a.m.–2a.m.,5a.m.–2a.m.,5a.m.–2a.m.,5a.m.–2a.m.,https://lh5.googleusercontent.com/p/AF1QipMwnJ0ykUruEgSPd0m5lMQmAeF7jsTMnJNLa398=w408-h306-k-no,https://www.google.com/maps/place/Almar+Shopping+Center/data=!4m7!3m6!1s0x808e6a792dbdd88d:0x11705a4d5510d043!8m2!3d36.9616456!4d-122.0443028!16s%2Fg%2F1hm1rdjvm!19sChIJjdi9LXlqjoARQ9AQVU1acBE,36.9616875,-122.0443125
Kings Village Shopping Center,,4.3,710,Shopping mall,"230 Mt Hermon Rd, Scotts Valley, CA 95066, United States",Scotts Valley,"2XWF+V4 Scotts Valley, California, USA",,+1 831-438-2810,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMdld4mP1rx-2cD1asu4vyWf6ieVqAC2NyGAxos=w426-h240-k-no,https://www.google.com/maps/place/Kings+Village+Shopping+Center/data=!4m7!3m6!1s0x808e40d28210a7ab:0xe0bd117c56e70a36!8m2!3d37.0472222!4d-122.0272222!16s%2Fg%2F1hg4zvbc9!19sChIJq6cQgtJAjoARNgrnVnwRveA,37.0471875,-122.0271875
Cooperhouse Shopping Center,,4.3,573,Shopping mall,"110 Cooper St, Santa Cruz, CA 95060, United States",Santa Cruz,"XXFF+RM Santa Cruz, California, USA",,,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,https://lh5.googleusercontent.com/p/AF1QipP-yrGANpLj1R-5Zjm80wKbkzMEuFy9NXnLIrY1=w426-h240-k-no,https://www.google.com/maps/place/Cooperhouse+Shopping+Center/data=!4m7!3m6!1s0x808e40263f5718df:0x634bef8010c73efb!8m2!3d36.9745016!4d-122.0257752!16s%2Fg%2F1tdbw_1_!19sChIJ3xhXPyZAjoAR-z7HEIDvS2M,36.9745625,-122.0258125
King's Plaza Shopping Center,,4.2,597,Shopping mall,"1601 41st Ave, Capitola, CA 95010, United States",Capitola,"X2FM+4G Capitola, California, USA",,+1 831-475-9042,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,https://lh5.googleusercontent.com/p/AF1QipMJfbT6zLMMnwaFUVS5pt3XDPsLQ1lhEelgxwHQ=w408-h306-k-no,https://www.google.com/maps/place/King's+Plaza+Shopping+Center/data=!4m7!3m6!1s0x808e156bbc9e1f63:0x5205ffc1bcc282ee!8m2!3d36.9727942!4d-121.9662215!16s%2Fg%2F1tg8jz9s!19sChIJYx-evGsVjoAR7oLCvMH_BVI,36.9728125,-121.9661875
La Capitola Plaza Shopping Center,,4.3,23,Shopping mall,"Capitola Ave, Capitola, CA 95010, United States",Capitola,"X2HX+M2 Capitola, California, USA",,,10a.m.–7p.m.,10a.m.–7p.m.,10a.m.–7p.m.,10a.m.–7p.m.,10a.m.–7p.m.,10a.m.–7p.m.,10a.m.–7p.m.,https://lh5.googleusercontent.com/p/AF1QipMa1UUAXhedSFrVXsgnkBOjmjKj1MZNvjJEKErN=w408-h306-k-no,https://www.google.com/maps/place/La+Capitola+Plaza+Shopping+Center/data=!4m7!3m6!1s0x808e1576b66b0f2b:0x44b2cda8828e3b!8m2!3d36.9792401!4d-121.9524659!16s%2Fg%2F1thmfmlm!19sChIJKw9rtnYVjoARO46CqM2yRAA,36.9791875,-121.9524375
Begonia Plaza,,4.6,53,Shopping mall,"41st Ave, Capitola, CA 95010, United States",Capitola,"X29P+P8 Capitola, California, USA",https://begonia-plaza.edan.io/,,9a.m.–9p.m.,9a.m.–9p.m.,9a.m.–9p.m.,9a.m.–9p.m.,9a.m.–9p.m.,9a.m.–9p.m.,9a.m.–9p.m.,https://lh5.googleusercontent.com/p/AF1QipNJoUYP1ntai4mgimhwyFKa7tcnxVtBgGigtRyw=w408-h306-k-no,https://www.google.com/maps/place/Begonia+Plaza/data=!4m7!3m6!1s0x808e156b54d15dff:0x8e0791641c31aae1!8m2!3d36.9692725!4d-121.9641313!16s%2Fg%2F11h3vc1m2h!19sChIJ_13RVGsVjoAR4aoxHGSRB44,36.9693125,-121.9641875
Scotts Valley Square Shopping Center,,4.2,1059,Shopping mall,"245 Mt Hermon Rd, Scotts Valley, CA 95066, United States",Scotts Valley,"2XX9+68 Scotts Valley, California, USA",,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipO-i0ZN0QuoHbEW7p1T_vCiD-kWZaMqIq-Rvejp=w426-h240-k-no,https://www.google.com/maps/place/Scotts+Valley+Square+Shopping+Center/data=!4m7!3m6!1s0x808e472c8dcefc9f:0xeafea470118f255c!8m2!3d37.0480324!4d-122.0317019!16s%2Fg%2F1tjmdwz9!19sChIJn_zOjSxHjoARXCWPEXCk_uo,37.0480625,-122.0316875
Brown Ranch Marketplace,,4.3,528,Shopping mall,"3555 Clares St, Capitola, CA 95010, United States",Capitola,"X2HH+CW Capitola, California, USA",http://www.brownranch.com/,+1 831-464-3555,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,https://lh5.googleusercontent.com/p/AF1QipNcqAokm4QCy7O-z75ShxpnOH3oAlZRPvKZ2Mev=w408-h306-k-no,https://www.google.com/maps/place/Brown+Ranch+Marketplace/data=!4m7!3m6!1s0x808e15544ef8550d:0x692986215fd8697b!8m2!3d36.9785711!4d-121.9701933!16s%2Fg%2F1td20hc1!19sChIJDVX4TlQVjoARe2nYXyGGKWk,36.9785625,-121.9701875
felton fair shopping center,,4.3,133,Shopping mall,"6273 Graham Hill Rd, Felton, CA 95018, United States",Felton,"3W2J+XC Felton, California, USA",https://felton-center.edan.io/,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOyRahMXWK4sGDK3l6qc8hJMfPOB5CjRyftt-J1=w408-h544-k-no,https://www.google.com/maps/place/felton+fair+shopping+center/data=!4m7!3m6!1s0x808e46bdae263d8f:0x403d949037a4739b!8m2!3d37.0523908!4d-122.0689323!16s%2Fg%2F11h_wxn1nq!19sChIJjz0mrr1GjoARm3OkN5CUPUA,37.0524375,-122.0689375
Aptos center,,4.5,87,Shopping mall,"7556 Soquel Dr, Aptos, CA 95003, United States",Aptos,"X3JQ+HV Aptos, California, USA",,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM_KxM0rUs7a9D0qk8tREe_g97R9acd1_fF8Mc=w408-h725-k-no,https://www.google.com/maps/place/Aptos+center/data=!4m7!3m6!1s0x808e15dc7e0ebe47:0xa2b9b4991613e59a!8m2!3d36.9814496!4d-121.9103715!16s%2Fg%2F11h5kx2b_0!19sChIJR74OftwVjoARmuUTFpm0uaI,36.9814375,-121.9103125
Branciforte Plaza,,4,26,Shopping mall,"555 Soquel Ave, Santa Cruz, CA 95062, United States",Santa Cruz,"XXGM+H2 Santa Cruz, California, USA",,,10a.m.–5p.m.,10a.m.–5p.m.,10a.m.–5p.m.,10a.m.–4:30p.m.,Closed,Closed,10a.m.–5p.m.,https://lh5.googleusercontent.com/p/AF1QipMia9j-f5JEDd4D99yleCqocb-Q1mw8mlce2fDZ=w408-h240-k-no-pi0-ya228.73468-ro-0-fo100,https://www.google.com/maps/place/Branciforte+Plaza/data=!4m7!3m6!1s0x808e4021b97f1d43:0xcf7a422e679236b7!8m2!3d36.9764715!4d-122.0173776!16s%2Fg%2F11f3wk167b!19sChIJQx1_uSFAjoARtzaSZy5Ces8,36.9764375,-122.0174375
41st Avenue Executive Plaza,,4.3,7,Shopping mall,"1840 41st Ave, Capitola, CA 95010, United States",Capitola,"X2GP+G8 Capitola, California, USA",,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPbo01MWw8ruQBF9PF7Uel_b7vSHY2lsj_TMfNn=w408-h306-k-no,https://www.google.com/maps/place/41st+Avenue+Executive+Plaza/data=!4m7!3m6!1s0x808e156ecce2da55:0x9ba03419edd82101!8m2!3d36.9762627!4d-121.9641786!16s%2Fg%2F11fn52q63z!19sChIJVdrizG4VjoARASHY7Rk0oJs,36.9763125,-121.9641875
Swift Street Courtyard,,4.5,67,Shopping mall,"746 Swift St, Santa Cruz, CA 95060, United States",Santa Cruz,"XX52+HC Santa Cruz, California, USA",,,9a.m.–8p.m.,9a.m.–8p.m.,9a.m.–8p.m.,9a.m.–8p.m.,9a.m.–8p.m.,9a.m.–8p.m.,9a.m.–8p.m.,https://lh5.googleusercontent.com/p/AF1QipNvV_fMwJ4co-aiZt2jTVjdIs9NVlc34JQgaYEs=w408-h306-k-no,https://www.google.com/maps/place/Swift+Street+Courtyard/data=!4m7!3m6!1s0x808e6a79f801f5e5:0xbaf34140e7c5550d!8m2!3d36.9588957!4d-122.048946!16s%2Fg%2F11bz_8jd9g!19sChIJ5fUB-HlqjoARDVXF50BB87o,36.9589375,-122.0489375
Aptos Village Square Shopping Center,,4.2,41,Shopping mall,"19d Rancho Del Mar, Aptos, CA 95003, United States",Aptos,"X3HR+FM Aptos, California, USA",,,9a.m.–8:30p.m.,9a.m.–5p.m.,9a.m.–5p.m.,9a.m.–5p.m.,9:45a.m.–5p.m.,9:45a.m.–5p.m.,Closed,https://lh5.googleusercontent.com/p/AF1QipNJEWl3zyU1fNC4jDiPZwS_VrdzWbjQY4wjnR2P=w408-h306-k-no,https://www.google.com/maps/place/Aptos+Village+Square+Shopping+Center/data=!4m7!3m6!1s0x808e15d76eac0577:0x2ef8ff9c74ca7247!8m2!3d36.9787218!4d-121.9083352!16s%2Fg%2F11hzys5r7h!19sChIJdwWsbtcVjoARR3LKdJz_-C4,36.9786875,-121.9083125
Shops At Seascape Village,,4.4,41,Shopping mall,"19 Seascape Resort Dr, Aptos, CA 95003, United States",Aptos,"X43F+28 Aptos, California, USA",,+1 831-688-6807,8:30a.m.–8p.m.,8:30a.m.–8p.m.,8:30a.m.–8p.m.,8:30a.m.–8p.m.,9a.m.–8:30p.m.,9a.m.–8:30p.m.,8:30a.m.–8p.m.,https://lh5.googleusercontent.com/p/AF1QipNcxdnUGjh2kuo-bASHy13hPaYDVPVCUXWSlQwl=w493-h240-k-no,https://www.google.com/maps/place/Shops+At+Seascape+Village/data=!4m7!3m6!1s0x808e16c0ad466041:0xde3d80036c509f32!8m2!3d36.9526153!4d-121.8767415!16s%2Fg%2F1v44qn9n!19sChIJQWBGrcAWjoARMp9QbAOAPd4,36.9525625,-121.8766875
Rancho Del Mar Shopping Center,,4.3,264,Landmark,"140 Rancho Del Mar, Aptos, CA 95003, United States",Aptos,"X3HV+23 Aptos, California, USA",https://ranchodelmarshops.com/index.html,+1 925-277-3000,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMG62kc7iDTzGSpPCcCKnXsao07aAaiaVofscWJ=w408-h306-k-no,https://www.google.com/maps/place/Rancho+Del+Mar+Shopping+Center/data=!4m7!3m6!1s0x808e15da1dedcee1:0x5de71f6e2644a402!8m2!3d36.9776058!4d-121.9072916!16s%2Fg%2F1td2zpkw!19sChIJ4c7tHdoVjoARAqREJm4f510,36.9775625,-121.9073125
Pacific Garden Mall,,3.8,10,Public amenity house,"1424-1498 Pacific Ave, Santa Cruz, CA 95060, United States",Santa Cruz,"XXGF+9R Santa Cruz, California, USA",,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPWwOAr3lo7gqPb5X0fXEe8gA7CwBt5vVqUNVB5=w408-h272-k-no,https://www.google.com/maps/place/Pacific+Garden+Mall/data=!4m7!3m6!1s0x808e40260430df53:0xcedb50ec28545f91!8m2!3d36.9759004!4d-122.0254021!16s%2Fg%2F11c1nkkwgt!19sChIJU98wBCZAjoARkV9UKOxQ284,36.9759375,-122.0254375
Redwood Village Aptos,,4,1,Shopping mall,"9099 Soquel Dr, Aptos, CA 95003, United States",Aptos,"X4G7+78 Aptos, California, USA",redwoodvillageaptos.com,+1 831-588-2865,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMHN1c1sdZd62N9WXc4AIK5dTwstTrbPeTfXHch=w408-h306-k-no,https://www.google.com/maps/place/Redwood+Village+Aptos/data=!4m7!3m6!1s0x808e172e5cd1219d:0x879566c8ac378ce7!8m2!3d36.9757072!4d-121.8866829!16s%2Fg%2F11rxrfg_z2!19sChIJnSHRXC4XjoAR54w3rMhmlYc,36.9756875,-121.8866875
Santa Cruz Special,,,,Shopping mall,"1855 41st Ave #10, Capitola, CA 95010, United States",Capitola,"X2GJ+CR Capitola, California, USA",chrome-error://chromewebdata/,+1 831-476-9616,,,,,,,,,"https://www.google.com/maps/place/Santa+Cruz+Special/@36.9760728,-121.9679362,17z/data=!3m1!4b1!4m6!3m5!1s0x808e15ea91a11ecb:0xa9f6f3ca67f76f!8m2!3d36.9760728!4d-121.9679362!16s%2Fg%2F11rk2k6dpy",36.9760625,-121.9679375
El Rancho Shopping Center,,4.2,47,Shopping mall,"3701 Portola Dr, Santa Cruz, CA 95062, United States",Santa Cruz,"X27J+FM Santa Cruz, California, USA",http://www.waltellerco.com/commercial/el_rancho/el_rancho.php,+1 831-475-0460,6a.m.–9p.m.,6a.m.–9p.m.,6a.m.–9p.m.,6a.m.–9p.m.,6a.m.–9p.m.,6a.m.–9p.m.,6a.m.–9p.m.,https://lh5.googleusercontent.com/p/AF1QipOCMJOmReCri27Lg39gpyXYid9XhtXvngBclYJM=w426-h240-k-no,https://www.google.com/maps/place/El+Rancho+Shopping+Center/data=!4m7!3m6!1s0x808e15167509455f:0x51ed7805f7c9893!8m2!3d36.963735!4d-121.9683694!16s%2Fg%2F11dfj21t2r!19sChIJX0UJdRYVjoARk5h8X4DXHgU,36.9636875,-121.9683125
